trade_date,trades,traders,wins,net_profit,gross_profit,gross_loss,fees,avg_r,avg_risk_pct,avg_duration_min,losses,win_rate,cum_net_profit,running_peak,drawdown,drawdown_pct,weekday,year_month
2024-01-31,23,9,9,-218.79000000000008,4558.17,4776.96,419.23,-0.031729186637567665,1.4675217391304347,206.7826086956522,14,39.130434782608695,-8392.320000000002,910.8899999999999,-9303.210000000001,-1021.3318842011662,Wednesday,2024-01
2024-02-01,5,2,1,2524.2700000000004,4990.52,2466.25,171.32999999999998,-0.05564967910829817,1.2668,522.0,4,20.0,-5868.050000000001,910.8899999999999,-6778.9400000000005,-744.2106072083349,Thursday,2024-02
2024-02-02,17,5,5,-829.2400000000002,5088.3,5917.54,353.48,0.05948196056309348,1.331294117647059,201.52941176470588,12,29.411764705882355,-6697.290000000001,910.8899999999999,-7608.18,-835.2468464907948,Friday,2024-02
2024-02-03,8,3,3,-3467.91,1022.55,4490.46,347.87,-0.3805277414936523,1.5207499999999998,303.625,5,37.5,-10165.2,910.8899999999999,-11076.09,-1215.9635082172383,Saturday,2024-02
2024-02-04,9,3,4,-18.09999999999991,1995.45,2013.55,157.84,0.3999826682889267,1.7994444444444444,190.77777777777777,5,44.44444444444444,-10183.300000000001,910.8899999999999,-11094.19,-1217.9505758104715,Sunday,2024-02
2024-02-05,23,7,12,5395.95,8822.74,3426.79,444.46,0.3399279648126693,1.6552608695652173,139.8695652173913,11,52.17391304347826,-4787.350000000001,910.8899999999999,-5698.240000000002,-625.5684001361309,Monday,2024-02
2024-02-06,14,7,5,-714.21,2684.31,3398.52,288.33,0.10786727327737053,1.3735,162.21428571428572,9,35.714285714285715,-5501.560000000001,910.8899999999999,-6412.450000000001,-703.9763308412654,Tuesday,2024-02
2024-02-07,20,5,4,-865.8799999999999,2791.92,3657.7999999999997,346.01,-0.13811598369440095,1.5118500000000001,329.55,16,20.0,-6367.440000000001,910.8899999999999,-7278.330000000002,-799.0350097157727,Wednesday,2024-02
2024-02-08,17,5,3,-3681.98,1193.78,4875.76,273.13,-0.47557765036531024,2.106176470588235,459.8235294117647,14,17.647058823529413,-10049.420000000002,910.8899999999999,-10960.310000000001,-1203.2528625849448,Thursday,2024-02
2024-02-09,18,5,8,1514.8900000000003,5990.99,4476.1,437.65,0.20251195871753866,1.365,149.94444444444446,10,44.44444444444444,-8534.530000000002,910.8899999999999,-9445.420000000002,-1036.9440876505398,Friday,2024-02
2024-02-11,6,3,3,-74.53000000000003,1198.71,1273.24,76.55,0.1859318137533421,2.679,85.16666666666667,3,50.0,-8609.060000000003,910.8899999999999,-9519.950000000003,-1045.126195259582,Sunday,2024-02
2024-02-12,19,6,5,-4205.87,1625.1100000000001,5830.98,462.87,-0.47276467897673663,1.6111052631578948,55.0,14,26.31578947368421,-12814.930000000004,910.8899999999999,-13725.820000000003,-1506.8581277651533,Monday,2024-02
2024-02-13,24,8,7,-1026.65,5315.41,6342.06,501.85,-0.1472166686785329,1.4232083333333332,249.25,17,29.166666666666668,-13841.580000000004,910.8899999999999,-14752.470000000003,-1619.5665777426477,Tuesday,2024-02
2024-02-14,15,6,3,-4049.7400000000002,1095.0,5144.74,326.15,-0.6094987634875272,1.1704666666666665,425.93333333333334,12,20.0,-17891.320000000003,910.8899999999999,-18802.210000000003,-2064.1581310586357,Wednesday,2024-02
2024-02-15,30,6,5,-1914.1999999999998,2316.99,4231.19,478.81,-0.41988318548455866,1.1601,337.6666666666667,25,16.666666666666664,-19805.520000000004,910.8899999999999,-20716.410000000003,-2274.3042518855195,Thursday,2024-02
2024-02-16,29,8,11,-1602.02,7191.9400000000005,8793.96,713.77,0.1495230173320491,1.415310344827586,425.2758620689655,18,37.93103448275862,-21407.540000000005,910.8899999999999,-22318.430000000004,-2450.1783969524317,Friday,2024-02
2024-02-18,3,1,0,-1114.85,0.0,1114.85,39.24,-0.7809426293060193,1.027,230.0,3,0.0,-22522.390000000003,910.8899999999999,-23433.280000000002,-2572.569684594189,Sunday,2024-02
2024-02-19,16,7,9,2519.8500000000004,8010.2300000000005,5490.38,442.43,0.6255905620333011,1.787375,221.375,7,56.25,-20002.54,910.8899999999999,-20913.43,-2295.9336473119697,Monday,2024-02
2024-02-20,27,7,5,-4440.75,2132.93,6573.68,458.56,-0.483332224782125,1.4741481481481482,400.14814814814815,22,18.51851851851852,-24443.29,910.8899999999999,-25354.18,-2783.451349778788,Tuesday,2024-02
2024-02-21,16,4,6,521.3999999999999,3627.47,3106.07,227.9,-0.07872993162241104,1.3613125,150.3125,10,37.5,-23921.89,910.8899999999999,-24832.78,-2726.210629164883,Wednesday,2024-02
2024-02-22,29,8,9,-2937.84,6486.99,9424.83,498.85,-0.14684619943585742,1.9311034482758622,288.6551724137931,20,31.03448275862069,-26859.73,910.8899999999999,-27770.62,-3048.7347539219886,Thursday,2024-02
2024-02-23,16,5,6,-651.3500000000001,5294.5,5945.85,449.26,0.00857673564016559,1.1381875,77.875,10,37.5,-27511.079999999998,910.8899999999999,-28421.969999999998,-3120.241741593387,Friday,2024-02
2024-02-24,3,1,0,-696.61,0.0,696.61,15.34,-1.1721818852937664,2.655666666666667,163.33333333333334,3,0.0,-28207.69,910.8899999999999,-29118.579999999998,-3196.7174960752673,Saturday,2024-02
2024-02-25,5,1,1,-412.75,46.09,458.84,41.98,-0.7605698035061866,1.3904,38.4,4,20.0,-28620.44,910.8899999999999,-29531.329999999998,-3242.030321992777,Sunday,2024-02
2024-02-26,23,8,9,-2560.26,3480.25,6040.51,543.23,-0.10374355789073904,1.1014347826086957,155.69565217391303,14,39.130434782608695,-31180.699999999997,910.8899999999999,-32091.589999999997,-3523.102679796683,Monday,2024-02
2024-02-27,22,7,12,1681.9,4596.11,2914.21,341.25,0.4627740667457129,1.9120454545454544,143.0909090909091,10,54.54545454545454,-29498.799999999996,910.8899999999999,-30409.689999999995,-3338.459089461955,Tuesday,2024-02
2024-02-28,13,7,7,-289.39,2017.31,2306.7,168.34,0.29096179351836204,1.2698461538461538,108.61538461538461,6,53.84615384615385,-29788.189999999995,910.8899999999999,-30699.079999999994,-3370.2291165782917,Wednesday,2024-02
2024-02-29,12,5,5,1666.5100000000002,2891.98,1225.47,163.01,0.25954171699034306,1.1690833333333333,169.33333333333334,7,41.66666666666667,-28121.679999999993,910.8899999999999,-29032.569999999992,-3187.2750826115116,Thursday,2024-02
2024-03-01,10,4,1,-3068.23,73.46,3141.69,147.4,-0.7527893420698313,1.4881,553.0,9,10.0,-31189.909999999993,910.8899999999999,-32100.799999999992,-3524.113778831692,Friday,2024-03
2024-03-02,2,1,1,-118.69000000000005,741.53,860.22,281.03,-0.3449389529592272,1.02,37.5,1,50.0,-31308.59999999999,910.8899999999999,-32219.48999999999,-3537.1438922372618,Saturday,2024-03
2024-03-03,1,1,0,-226.24,0.0,226.24,13.12,-1.2418657695544169,2.203,58.0,1,0.0,-31534.839999999993,910.8899999999999,-32445.729999999992,-3561.981139325275,Sunday,2024-03
2024-03-04,25,7,7,-3241.04,4326.1,7567.139999999999,382.15,-0.29188231165782524,1.8108000000000002,306.84,18,28.000000000000004,-34775.87999999999,910.8899999999999,-35686.76999999999,-3917.7913908375317,Monday,2024-03
2024-03-05,12,5,5,470.18999999999994,3748.99,3278.8,218.58,-0.04951244866814528,1.4960833333333332,235.5,7,41.66666666666667,-34305.68999999999,910.8899999999999,-35216.57999999999,-3866.1726443368566,Tuesday,2024-03
2024-03-06,18,7,7,4108.4,7088.4,2980.0,294.51,0.19385264346068046,1.7122777777777776,379.94444444444446,11,38.88888888888889,-30197.289999999986,910.8899999999999,-31108.179999999986,-3415.1412354949543,Wednesday,2024-03
2024-03-07,27,9,10,134.4000000000002,4219.45,4085.05,319.88,-0.024308412583675425,1.2355925925925926,94.66666666666667,17,37.03703703703704,-30062.889999999985,910.8899999999999,-30973.779999999984,-3400.38643524465,Thursday,2024-03
2024-03-08,15,4,3,-2278.5,2549.62,4828.12,363.33,-0.469418618735448,1.5122,119.93333333333334,12,20.0,-32341.389999999985,910.8899999999999,-33252.279999999984,-3650.5264082380954,Friday,2024-03
2024-03-10,16,3,4,-2353.01,1332.18,3685.19,195.1,-0.29181294895181525,2.1694375,165.4375,12,25.0,-34694.39999999999,910.8899999999999,-35605.289999999986,-3908.846293185784,Sunday,2024-03
2024-03-11,31,10,10,-1952.3000000000002,6081.32,8033.62,587.43,-0.07738264658974421,1.939483870967742,234.3548387096774,21,32.25806451612903,-36646.69999999999,910.8899999999999,-37557.58999999999,-4123.175136405054,Monday,2024-03
2024-03-12,20,6,8,981.8199999999999,4648.25,3666.4300000000003,317.19,0.040964362364698505,1.5358,181.9,12,40.0,-35664.87999999999,910.8899999999999,-36575.76999999999,-4015.3882466598598,Tuesday,2024-03
2024-03-13,24,7,7,-1377.31,3407.5,4784.8099999999995,324.68,-0.16060512467917862,1.4332500000000001,220.54166666666666,17,29.166666666666668,-37042.18999999999,910.8899999999999,-37953.07999999999,-4166.593112230894,Wednesday,2024-03
2024-03-14,14,4,2,-575.1100000000001,2222.1299999999997,2797.24,161.24,-0.545150617835089,1.3504285714285713,172.71428571428572,12,14.285714285714285,-37617.29999999999,910.8899999999999,-38528.18999999999,-4229.730263807923,Thursday,2024-03
2024-03-15,6,3,5,3573.48,3656.7,83.22,74.93,1.6756452588845965,0.9465,291.3333333333333,1,83.33333333333334,-34043.819999999985,910.8899999999999,-34954.709999999985,-3837.423838224153,Friday,2024-03
2024-03-16,6,2,3,-190.12000000000003,1060.22,1250.3400000000001,63.48,0.802534100430305,1.8596666666666666,289.0,3,50.0,-34233.93999999999,910.8899999999999,-35144.82999999999,-3858.295732744897,Saturday,2024-03
2024-03-18,23,7,6,153.11000000000007,5481.72,5328.61,401.03000000000003,-0.17417582058815476,1.6084347826086955,598.8260869565217,17,26.08695652173913,-34080.82999999999,910.8899999999999,-34991.71999999999,-3841.486897429985,Monday,2024-03
2024-03-19,18,6,6,-729.0700000000002,2526.6,3255.67,256.2,0.04183494323013989,1.0957777777777777,340.3888888888889,12,33.33333333333333,-34809.89999999999,910.8899999999999,-35720.789999999986,-3921.52619965089,Tuesday,2024-03
2024-03-20,23,6,6,-1650.75,3278.31,4929.06,337.34999999999997,-0.174050174687253,1.2522608695652173,368.2608695652174,17,26.08695652173913,-36460.64999999999,910.8899999999999,-37371.539999999986,-4102.750057635937,Wednesday,2024-03
2024-03-21,45,10,16,-584.69,12358.26,12942.95,919.04,-0.012534771243981524,1.8585777777777777,182.3111111111111,29,35.55555555555556,-37045.33999999999,910.8899999999999,-37956.22999999999,-4166.938927861761,Thursday,2024-03
2024-03-22,15,6,2,-4131.15,849.77,4980.92,303.5,-0.6455721387577416,1.8485333333333331,157.8,13,13.333333333333334,-41176.48999999999,910.8899999999999,-42087.37999999999,-4620.467894037699,Friday,2024-03
2024-03-23,9,2,2,-1338.5,563.19,1901.69,151.99,-0.38458504259597615,1.4001111111111113,486.8888888888889,7,22.22222222222222,-42514.98999999999,910.8899999999999,-43425.87999999999,-4767.412091470978,Saturday,2024-03
2024-03-24,2,1,1,172.67000000000002,545.63,372.96,13.41,0.6131865730135921,1.494,85.0,1,50.0,-42342.31999999999,910.8899999999999,-43253.20999999999,-4748.455905762496,Sunday,2024-03
2024-03-25,33,10,11,-881.3100000000001,6819.98,7701.29,665.4300000000001,-0.03312717515484538,1.3925151515151517,254.24242424242425,22,33.33333333333333,-43223.62999999999,910.8899999999999,-44134.51999999999,-4845.208532314549,Monday,2024-03
2024-03-26,23,8,9,5068.5599999999995,9110.050000000001,4041.49,439.32,0.1286924381386593,1.4689565217391305,159.91304347826087,14,39.130434782608695,-38155.06999999999,910.8899999999999,-39065.95999999999,-4288.768127874935,Tuesday,2024-03
2024-03-27,23,6,7,-2557.63,2707.12,5264.75,381.86,-0.21505544329982879,1.8508260869565218,254.52173913043478,16,30.434782608695656,-40712.69999999999,910.8899999999999,-41623.58999999999,-4569.5517570727525,Wednesday,2024-03
2024-03-28,9,4,5,-458.1,964.3,1422.4,207.02,0.29597360313089893,1.378111111111111,352.44444444444446,4,55.55555555555556,-41170.79999999999,910.8899999999999,-42081.68999999999,-4619.84323024734,Thursday,2024-03
2024-03-29,31,9,6,-8229.14,2378.26,10607.4,602.65,-0.3964573598293913,1.7840967741935483,319.741935483871,25,19.35483870967742,-49399.93999999999,910.8899999999999,-50310.82999999999,-5523.2607669422205,Friday,2024-03
2024-03-30,6,2,1,-3237.27,162.64,3399.91,190.07,-0.6439060261857796,1.611,447.5,5,16.666666666666664,-52637.209999999985,910.8899999999999,-53548.099999999984,-5878.657137524837,Saturday,2024-03
2024-03-31,9,3,2,-3108.95,1477.24,4586.19,422.5,-0.42536358392081297,1.2465555555555556,116.22222222222223,7,22.22222222222222,-55746.15999999998,910.8899999999999,-56657.04999999998,-6219.966186916092,Sunday,2024-03
2024-04-01,24,7,4,-2309.05,2701.33,5010.38,396.66,-0.4211451051176894,1.4764166666666665,460.4166666666667,20,16.666666666666664,-58055.209999999985,910.8899999999999,-58966.099999999984,-6473.460022615243,Monday,2024-04
2024-04-02,27,8,4,-3525.9700000000003,2665.42,6191.39,620.98,-0.6176002577787286,1.563037037037037,195.59259259259258,23,14.814814814814813,-61581.179999999986,910.8899999999999,-62492.069999999985,-6860.550670223627,Tuesday,2024-04
2024-04-03,22,8,12,7209.6,10072.82,2863.2200000000003,444.46,0.6109844930234734,1.407,616.0454545454545,10,54.54545454545454,-54371.57999999999,910.8899999999999,-55282.46999999999,-6069.061028225142,Wednesday,2024-04
2024-04-04,25,7,7,-837.9499999999999,4696.11,5534.0599999999995,558.52,-0.230930140939807,2.0131200000000002,121.28,18,28.000000000000004,-55209.529999999984,910.8899999999999,-56120.419999999984,-6161.053475172633,Thursday,2024-04
2024-04-05,16,7,7,1240.65,4600.66,3360.0099999999998,238.1,0.40077168271501884,1.1724999999999999,253.875,9,43.75,-53968.87999999998,910.8899999999999,-54879.76999999998,-6024.851518844206,Friday,2024-04
2024-04-06,5,2,2,-441.28,588.0699999999999,1029.35,80.96000000000001,0.14198677458737158,1.4529999999999998,129.6,3,40.0,-54410.15999999998,910.8899999999999,-55321.04999999998,-6073.296446332706,Saturday,2024-04
2024-04-07,14,4,3,-648.84,2016.1799999999998,2665.02,380.14,-0.5005211464539288,1.5925714285714285,527.8571428571429,11,21.428571428571427,-55058.99999999998,910.8899999999999,-55969.88999999998,-6144.527879326811,Sunday,2024-04
2024-04-08,25,8,8,-1671.98,3667.49,5339.47,431.74,-0.07988942198659205,1.7522399999999998,175.36,17,32.0,-56730.97999999998,910.8899999999999,-57641.86999999998,-6328.082424881159,Monday,2024-04
2024-04-09,28,9,11,4084.32,9479.62,5395.3,677.6700000000001,0.26853046962778726,1.403,393.10714285714283,17,39.285714285714285,-52646.65999999998,910.8899999999999,-53557.54999999998,-5879.694584417437,Tuesday,2024-04
2024-04-10,36,7,12,2376.3600000000006,8469.36,6093.0,744.01,-0.088027498911841,1.7630277777777779,302.6388888888889,24,33.33333333333333,-50270.29999999998,910.8899999999999,-51181.18999999998,-5618.811272491737,Wednesday,2024-04
2024-04-11,18,6,6,6781.030000000001,9693.98,2912.9500000000003,236.75,0.2507831094910502,1.6547222222222222,275.3333333333333,12,33.33333333333333,-43489.26999999998,910.8899999999999,-44400.15999999998,-4874.371219356891,Thursday,2024-04
2024-04-12,5,2,1,158.08000000000004,535.63,377.54999999999995,57.56,-0.2490822192784356,2.2988,219.0,4,20.0,-43331.18999999998,910.8899999999999,-44242.07999999998,-4857.01676382439,Friday,2024-04
2024-04-13,3,2,1,102.87000000000003,753.08,650.21,104.09,-0.2827426202475127,2.071,76.33333333333333,2,33.33333333333333,-43228.31999999998,910.8899999999999,-44139.20999999998,-4845.723413364949,Saturday,2024-04
2024-04-14,7,1,1,-539.1,25.38,564.48,81.81,-0.7925283292497658,2.0477142857142856,27.714285714285715,6,14.285714285714285,-43767.41999999998,910.8899999999999,-44678.309999999976,-4904.9072884761035,Sunday,2024-04
2024-04-15,9,5,3,289.07000000000005,1560.75,1271.68,128.11,0.2904439304680613,1.6360000000000001,218.11111111111111,6,33.33333333333333,-43478.34999999998,910.8899999999999,-44389.239999999976,-4873.172391836553,Monday,2024-04
2024-04-16,22,7,13,4140.45,7685.29,3544.84,444.88,0.6803115543859684,1.8468636363636364,209.54545454545453,9,59.09090909090909,-39337.89999999998,910.8899999999999,-40248.78999999998,-4418.62244617901,Tuesday,2024-04
2024-04-17,11,4,5,1641.79,3715.06,2073.27,145.53,0.3776512531579394,1.354818181818182,356.6363636363636,6,45.45454545454545,-37696.10999999998,910.8899999999999,-38606.99999999998,-4238.382241543983,Wednesday,2024-04
2024-04-18,16,6,8,4512.49,7689.76,3177.27,300.92,0.5498194350067965,1.2144375,124.875,8,50.0,-33183.61999999998,910.8899999999999,-34094.50999999998,-3742.988725312605,Thursday,2024-04
2024-04-19,6,4,2,-875.28,1015.5799999999999,1890.86,113.92,0.04771125492383158,1.3436666666666666,101.66666666666667,4,33.33333333333333,-34058.89999999998,910.8899999999999,-34969.78999999998,-3839.0793619427136,Friday,2024-04
2024-04-20,10,5,3,-1994.2200000000003,390.46999999999997,2384.69,149.72,-0.3755120793657798,0.9947000000000001,105.2,7,30.0,-36053.11999999998,910.8899999999999,-36964.00999999998,-4058.0102976210064,Saturday,2024-04
2024-04-21,2,1,0,-668.33,0.0,668.33,59.72,-1.083586796311951,1.3615,14.0,2,0.0,-36721.44999999998,910.8899999999999,-37632.33999999998,-4131.381396216885,Sunday,2024-04
2024-04-22,8,4,5,3069.7,3954.47,884.77,226.46,0.4802512594276399,1.3835,104.125,3,62.5,-33651.749999999985,910.8899999999999,-34562.639999999985,-3794.381319368968,Monday,2024-04
2024-04-23,12,4,4,294.8899999999999,1757.28,1462.39,249.42,-0.07397097205094748,1.43775,265.0833333333333,8,33.33333333333333,-33356.859999999986,910.8899999999999,-34267.749999999985,-3762.007487182864,Tuesday,2024-04
2024-04-24,20,8,12,7264.77,9642.48,2377.71,280.2,1.1895456994699674,1.6153,343.55,8,60.0,-26092.089999999986,910.8899999999999,-27002.979999999985,-2964.461131420917,Wednesday,2024-04
2024-04-25,8,3,3,-258.16,823.55,1081.71,85.37,0.25819642583369384,1.4945,176.375,5,37.5,-26350.249999999985,910.8899999999999,-27261.139999999985,-2992.802643568377,Thursday,2024-04
2024-04-26,33,10,10,1025.63,10474.15,9448.52,654.99,-0.13212878647505535,1.318121212121212,293.030303030303,23,30.303030303030305,-25324.619999999984,910.8899999999999,-26235.509999999984,-2880.206171985639,Friday,2024-04
2024-04-27,5,3,2,2226.0,3137.71,911.71,43.879999999999995,0.28174817088544946,1.2486,345.4,3,40.0,-23098.619999999984,910.8899999999999,-24009.509999999984,-2635.8297928399684,Saturday,2024-04
2024-04-28,6,2,1,-729.62,123.67,853.29,20.87,-0.562762292278755,1.8388333333333333,1625.8333333333333,5,16.666666666666664,-23828.239999999983,910.8899999999999,-24739.129999999983,-2715.9294755678497,Sunday,2024-04
2024-04-29,27,7,12,4801.580000000001,10299.82,5498.24,363.79,0.2568520021185067,1.323814814814815,155.92592592592592,15,44.44444444444444,-19026.65999999998,910.8899999999999,-19937.54999999998,-2188.798867042122,Monday,2024-04
2024-04-30,16,6,7,1690.2000000000003,5772.01,4081.81,236.75,0.18796395159299797,1.591625,162.4375,9,43.75,-17336.45999999998,910.8899999999999,-18247.34999999998,-2003.2440799657459,Tuesday,2024-04
2024-05-01,19,6,9,754.8,4443.860000000001,3689.06,315.9,0.496399331534781,1.6296315789473685,272.4736842105263,10,47.368421052631575,-16581.65999999998,910.8899999999999,-17492.54999999998,-1920.3800678457317,Wednesday,2024-05
2024-05-02,21,7,7,-1848.86,2365.77,4214.63,265.08,-0.0984771926629157,1.7614285714285716,141.0,14,33.33333333333333,-18430.519999999982,910.8899999999999,-19341.40999999998,-2123.352984443784,Thursday,2024-05
2024-05-03,22,8,7,-1378.8899999999999,3102.93,4481.82,332.85,-0.004323847059047496,1.4568636363636365,88.63636363636364,15,31.818181818181817,-19809.40999999998,910.8899999999999,-20720.29999999998,-2274.7313067439522,Friday,2024-05
2024-05-04,6,2,4,1202.37,1679.9899999999998,477.62,72.45,0.611103842206273,1.3328333333333333,69.66666666666667,2,66.66666666666666,-18607.039999999983,910.8899999999999,-19517.929999999982,-2142.731833701104,Saturday,2024-05
2024-05-06,30,7,11,2992.2200000000003,7163.8,4171.58,326.28,0.21782597633142048,1.5814,364.06666666666666,19,36.666666666666664,-15614.819999999982,910.8899999999999,-16525.70999999998,-1814.2377235451027,Monday,2024-05
2024-05-07,15,5,6,1265.56,3703.75,2438.19,173.23000000000002,0.2518049291833994,2.1596666666666664,107.06666666666666,9,40.0,-14349.259999999982,910.8899999999999,-15260.149999999981,-1675.301079164332,Tuesday,2024-05
2024-05-08,20,8,11,5605.18,8269.01,2663.83,428.3,0.4101472448678873,1.1709,230.95,9,55.00000000000001,-8744.079999999982,910.8899999999999,-9654.969999999981,-1059.9490608086578,Wednesday,2024-05
2024-05-09,10,5,3,-1532.15,316.76,1848.91,154.61,-0.37092967638099494,1.9419,58.3,7,30.0,-10276.229999999981,910.8899999999999,-11187.11999999998,-1228.152685834731,Thursday,2024-05
